,COLE_COD_DANE_ESTABLECIMIENTO,PUNT_GLOBAL,sociales_ciudanas_rank,c_naturales_rank,matematicas_rank,lectura_critica_rank,ingles_rank,COLE_COD_DANE_SEDE,COLE_JORNADA,COLE_MCPIO_UBICACION,COLE_DEPTO_UBICACION,COLE_GENERO,COLE_CALENDARIO,COLE_BILINGUE,COLE_CARACTER,COLE_SEDE_PRINCIPAL,COLE_AREA_UBICACION,COLE_COD_MCPIO_UBICACION,COLE_COD_DEPTO_UBICACION,Punt_lectura_critica_mean_2017,Punt_matematicas_mean_2017,Punt_c_naturales_mean_2017,Punt_sociales_ciudadanas_mean_2017,Punt_ingles_mean_2017,Punt_global_mean_2017,Punt_lectura_critica_mean_2018,Punt_matematicas_mean_2018,Punt_c_naturales_mean_2018,Punt_sociales_ciudadanas_mean_2018,Punt_ingles_mean_2018,Punt_global_mean_2018,Punt_lectura_critica_mean_2019,Punt_matematicas_mean_2019,Punt_c_naturales_mean_2019,Punt_sociales_ciudadanas_mean_2019,Punt_ingles_mean_2019,Punt_global_mean_2019,Punt_lectura_critica_mean_2020,Punt_matematicas_mean_2020,Punt_c_naturales_mean_2020,Punt_sociales_ciudadanas_mean_2020,Punt_ingles_mean_2020,Punt_global_mean_2020,Punt_lectura_critica_mean_2021,Punt_matematicas_mean_2021,Punt_c_naturales_mean_2021,Punt_sociales_ciudadanas_mean_2021,Punt_ingles_mean_2021,Punt_global_mean_2021,COLE_NOMBRE_SEDE,direccion,telefono,zona,niveles,caracter,especialidad,idiomas,correo electronico,modelos educativos,capacidades excepcionales,discapacidades,matricula contratada,estrato socio-economico
2503,341001061251,286.0,5.0,4.0,3.0,1.0,2.0,341001061251,COMPLETA_UNICA,NEIVA,HUILA,MIXTO,A,N,ACADÉMICO,S,URBANO,41001,41,59.55555555555556,50.388888888888886,55.333333333333336,53.5,55.5,273.8333333333333,60.5,59.7,59.4,57.85,64.05,298.7,58.23076923076923,55.30769230769231,49.69230769230769,47.69230769230769,60.07692307692308,266.46153846153845,58.833333333333336,56.44444444444444,55.44444444444444,58.16666666666666,58.66666666666666,286.55555555555554,57.66666666666666,54.266666666666666,53.6,51.46666666666667,60.4,273.6,COLEGIO COLOMBO SUECO,KR 3 12 20 ,8723392,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,colegiocolombosueco@gmail.com,EDUCACIÓN TRADICIONAL,,,NO,
2504,341001800096,230.0,5.0,4.0,3.0,1.0,2.0,341001800096,SABATINA,NEIVA,HUILA,MIXTO,A,,,S,URBANO,41001,41,49.41666666666666,46.458333333333336,46.91666666666666,45.66666666666666,43.208333333333336,234.0833333333333,47.36842105263158,43.05263157894737,42.78947368421053,42.10526315789474,43.8421052631579,219.1052631578948,48.37837837837838,44.18918918918919,44.43243243243244,42.567567567567565,44.648648648648646,224.32432432432432,46.851851851851855,42.333333333333336,42.03703703703704,41.14814814814815,41.55555555555556,214.85185185185185,46.81818181818182,44.333333333333336,42.96969696969697,41.36363636363637,43.54545454545455,219.3333333333333,GIMNASIO LOS ANDES PAULO FREIRE,IND 12 N° 5 - 36,8741631 - 3173483661,URBANA,"MEDIA,BÁSICA SECUNDARIA",ACADÉMICO,ACADÉMICA,,mariaalejandra.salazar@gmail.com,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,NO,
2505,341001800096,230.0,5.0,4.0,3.0,1.0,2.0,341001800096,MAÑANA,NEIVA,HUILA,MIXTO,A,,,S,URBANO,41001,41,52.57142857142857,47.17857142857143,48.535714285714285,48.785714285714285,48.535714285714285,246.03571428571428,48.270833333333336,46.125,42.6875,42.875,47.208333333333336,225.8333333333333,50.388888888888886,48.208333333333336,45.75,43.86111111111112,48.888888888888886,235.9305555555556,48.92307692307692,47.261538461538464,44.67692307692308,43.90769230769231,44.58461538461538,230.41538461538465,47.707317073170735,46.26829268292683,44.31707317073171,43.39024390243903,47.170731707317074,227.65853658536585,GIMNASIO LOS ANDES PAULO FREIRE,IND 12 N° 5 - 36,8741631 - 3173483661,URBANA,"MEDIA,BÁSICA SECUNDARIA",ACADÉMICO,ACADÉMICA,,mariaalejandra.salazar@gmail.com,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,NO,
2506,341001800096,230.0,5.0,4.0,3.0,1.0,2.0,341001800096,TARDE,NEIVA,HUILA,MIXTO,A,,,S,URBANO,41001,41,49.6,41.9,44.9,42.8,44.9,224.1,48.77777777777778,45.11111111111112,43.94444444444444,39.72222222222222,45.16666666666666,222.16666666666663,46.28,44.92,41.32,42.24,44.84,218.84,48.80952380952381,49.61904761904762,45.19047619047619,44.38095238095238,44.95238095238095,234.1904761904762,47.72222222222222,46.11111111111112,44.22222222222222,44.44444444444444,44.77777777777778,227.8333333333333,GIMNASIO LOS ANDES PAULO FREIRE,IND 12 N° 5 - 36,8741631 - 3173483661,URBANA,"MEDIA,BÁSICA SECUNDARIA",ACADÉMICO,ACADÉMICA,,mariaalejandra.salazar@gmail.com,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,NO,
2507,341001800096,217.5,5.0,4.0,2.0,1.0,3.0,341001800096,SABATINA,NEIVA,HUILA,MIXTO,A,,,S,URBANO,41001,41,49.41666666666666,46.458333333333336,46.91666666666666,45.66666666666666,43.208333333333336,234.0833333333333,47.36842105263158,43.05263157894737,42.78947368421053,42.10526315789474,43.8421052631579,219.1052631578948,48.37837837837838,44.18918918918919,44.43243243243244,42.567567567567565,44.648648648648646,224.32432432432432,46.851851851851855,42.333333333333336,42.03703703703704,41.14814814814815,41.55555555555556,214.85185185185185,46.81818181818182,44.333333333333336,42.96969696969697,41.36363636363637,43.54545454545455,219.3333333333333,GIMNASIO LOS ANDES PAULO FREIRE,IND 12 N° 5 - 36,8741631 - 3173483661,URBANA,"MEDIA,BÁSICA SECUNDARIA",ACADÉMICO,ACADÉMICA,,mariaalejandra.salazar@gmail.com,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,NO,
2508,341001800096,217.5,5.0,4.0,2.0,1.0,3.0,341001800096,MAÑANA,NEIVA,HUILA,MIXTO,A,,,S,URBANO,41001,41,52.57142857142857,47.17857142857143,48.535714285714285,48.785714285714285,48.535714285714285,246.03571428571428,48.270833333333336,46.125,42.6875,42.875,47.208333333333336,225.8333333333333,50.388888888888886,48.208333333333336,45.75,43.86111111111112,48.888888888888886,235.9305555555556,48.92307692307692,47.261538461538464,44.67692307692308,43.90769230769231,44.58461538461538,230.41538461538465,47.707317073170735,46.26829268292683,44.31707317073171,43.39024390243903,47.170731707317074,227.65853658536585,GIMNASIO LOS ANDES PAULO FREIRE,IND 12 N° 5 - 36,8741631 - 3173483661,URBANA,"MEDIA,BÁSICA SECUNDARIA",ACADÉMICO,ACADÉMICA,,mariaalejandra.salazar@gmail.com,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,NO,
2509,341001800096,217.5,5.0,4.0,2.0,1.0,3.0,341001800096,TARDE,NEIVA,HUILA,MIXTO,A,,,S,URBANO,41001,41,49.6,41.9,44.9,42.8,44.9,224.1,48.77777777777778,45.11111111111112,43.94444444444444,39.72222222222222,45.16666666666666,222.16666666666663,46.28,44.92,41.32,42.24,44.84,218.84,48.80952380952381,49.61904761904762,45.19047619047619,44.38095238095238,44.95238095238095,234.1904761904762,47.72222222222222,46.11111111111112,44.22222222222222,44.44444444444444,44.77777777777778,227.8333333333333,GIMNASIO LOS ANDES PAULO FREIRE,IND 12 N° 5 - 36,8741631 - 3173483661,URBANA,"MEDIA,BÁSICA SECUNDARIA",ACADÉMICO,ACADÉMICA,,mariaalejandra.salazar@gmail.com,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,NO,
2510,341001800274,259.0,2.0,5.0,3.0,1.0,4.0,341001800274,MAÑANA,NEIVA,HUILA,MIXTO,A,,,S,URBANO,41001,41,,,,,,,,,,,,,,,,,,,57.06666666666667,53.6,47.93333333333333,49.86666666666667,48.46666666666667,259.1333333333333,55.90909090909091,54.36363636363637,50.36363636363637,48.09090909090909,55.72727272727273,262.1818181818182,ESTABLECIMIENTO EDUCATIVO NUEVA GRANADA,KR 14 8 17 ,3002275075,URBANA,"MEDIA,BÁSICA SECUNDARIA",ACADÉMICO,ACADÉMICA,,redesnuevagranada@gmail.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,NO,
2511,341001800274,259.0,2.0,5.0,3.0,1.0,4.0,341001800274,SABATINA,NEIVA,HUILA,MIXTO,A,,,S,URBANO,41001,41,,,,,,,,,,,,,,,,,,,47.5,40.833333333333336,40.5,43.833333333333336,39.833333333333336,214.5,48.888888888888886,43.55555555555556,44.333333333333336,43.11111111111112,44.0,224.3333333333333,ESTABLECIMIENTO EDUCATIVO NUEVA GRANADA,KR 14 8 17 ,3002275075,URBANA,"MEDIA,BÁSICA SECUNDARIA",ACADÉMICO,ACADÉMICA,,redesnuevagranada@gmail.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,NO,
2512,341001800274,259.0,2.0,5.0,3.0,1.0,4.0,341001800274,TARDE,NEIVA,HUILA,MIXTO,A,,,S,URBANO,41001,41,,,,,,,,,,,,,,,,,,,,,,,,,53.1,48.15,46.9,46.3,52.45,244.65,ESTABLECIMIENTO EDUCATIVO NUEVA GRANADA,KR 14 8 17 ,3002275075,URBANA,"MEDIA,BÁSICA SECUNDARIA",ACADÉMICO,ACADÉMICA,,redesnuevagranada@gmail.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,NO,
2513,441001061298,280.0,5.0,4.0,3.0,1.0,2.0,441001061298,COMPLETA_UNICA,NEIVA,HUILA,MIXTO,A,,ACADÉMICO,S,URBANO,41001,41,60.5625,57.5,58.1875,57.5,61.8125,293.5625,59.333333333333336,56.142857142857146,54.76190476190476,52.38095238095238,59.42857142857143,279.7619047619048,54.7037037037037,56.18518518518518,52.888888888888886,49.407407407407405,56.11111111111112,267.6296296296296,59.84615384615385,54.61538461538461,53.46153846153846,55.53846153846154,55.23076923076923,279.0769230769231,63.333333333333336,64.22222222222223,59.44444444444444,56.55555555555556,69.0,307.55555555555554,COLEGIO CAMPESTRE PADRE ARTURO MISIONEROS DE LA DIVINA REDENCION,CL 42 SUR 31 38 KM 2 ,8679545-3162378947-3103012682,URBANA,"MEDIA,BÁSICA SECUNDARIA",ACADÉMICO,ACADÉMICA,,ccpadrearturo_mdr@yahoo.com,EDUCACIÓN TRADICIONAL,,,NO,
2514,341298000271,300.0,4.0,3.0,1.0,2.0,5.0,341298000271,MAÑANA,GARZÓN,HUILA,MIXTO,A,N,ACADÉMICO,S,URBANO,41298,41,59.82222222222222,61.68888888888889,58.86666666666667,57.4,59.48888888888889,297.24444444444447,60.94594594594594,63.75675675675676,59.13513513513514,58.86486486486486,59.91891891891892,303.02702702702703,61.30232558139535,63.2093023255814,58.325581395348834,56.81395348837209,59.093023255813954,299.2325581395349,60.62222222222222,63.0,59.266666666666666,58.422222222222224,55.73333333333333,299.8888888888889,61.90243902439025,63.73170731707317,59.48780487804878,57.46341463414634,60.63414634146341,303.1707317073171,COL. COOP. LA PRESENTACION,CL 3 5 111 ,3204960257 - 6088334322,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,lapresentacion.garzon@sedhuila.gov.co,EDUCACIÓN TRADICIONAL,,,NO,ESTRATO 3
2515,341298000751,284.0,3.0,5.0,4.0,1.0,2.0,341298000751,COMPLETA_UNICA,GARZÓN,HUILA,MIXTO,A,N,ACADÉMICO,S,URBANO,41298,41,61.72222222222222,56.66666666666666,58.94444444444444,60.22222222222222,60.11111111111112,297.27777777777777,60.0,53.71428571428572,53.85714285714285,54.46428571428572,55.25,277.42857142857144,60.0,59.81818181818182,55.95454545454545,58.0,58.31818181818182,292.1818181818182,60.66666666666666,59.51851851851852,56.51851851851852,55.25925925925926,56.37037037037037,289.2962962962963,56.1764705882353,53.35294117647059,52.52941176470589,52.588235294117645,54.8235294117647,268.7647058823529,GIMNASIO MINUTO DE DIOS,CL 2 D 4 A 29 ,3116494305 - 3052979800,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,minutodios.garzon@sedhuila.gov.co,EDUCACIÓN TRADICIONAL,,"LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL",NO,ESTRATO 3
2516,341298001341,266.0,2.0,4.0,3.0,1.0,5.0,341298001341,COMPLETA_UNICA,GARZÓN,HUILA,MIXTO,A,N,ACADÉMICO,S,URBANO,41298,41,56.11111111111112,54.44444444444444,54.55555555555556,55.388888888888886,56.66666666666666,276.05555555555554,56.85714285714285,52.142857142857146,51.785714285714285,51.285714285714285,54.285714285714285,265.5,53.05263157894737,51.26315789473684,48.10526315789474,48.94736842105263,50.36842105263158,251.68421052631572,56.0,56.1578947368421,53.526315789473685,53.21052631578947,49.21052631578947,271.4736842105263,58.72727272727273,55.81818181818182,52.09090909090909,54.0,58.45454545454545,277.1818181818182,COLEGIO CAMPESTRE PEDRO MARIA RAMIREZ RAMOS,KR 4 E 92 00 ,8338585,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,campestrepedromaria.garzon@sedhuila.gov.co,EDUCACIÓN TRADICIONAL,,,NO,ESTRATO 3
2517,341298001758,215.0,4.0,2.0,5.0,1.0,3.0,341298001758,SABATINA,GARZÓN,HUILA,MIXTO,A,,ACADÉMICO,S,URBANO,41298,41,46.49206349206349,41.333333333333336,44.11111111111112,42.93650793650794,41.71428571428572,217.8095238095238,47.121212121212125,42.93939393939394,43.24242424242424,41.333333333333336,41.48484848484848,217.42424242424244,42.64516129032258,39.83870967741935,40.74193548387097,37.29032258064516,38.70967741935484,200.0967741935484,45.6,37.93333333333333,40.6,40.93333333333333,38.53333333333333,205.26666666666668,43.36363636363637,38.90909090909091,40.04545454545455,37.13636363636363,38.0,198.54545454545453,INSTITUTO JOSE CELESTINO MUTIS,CL 6 5 105 ,8331470-314 394 67 38,URBANA,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,josecelestino.garzon@sedhuila.gov.co,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,NO,ESTRATO 3
2518,341298001758,215.0,4.0,2.0,5.0,1.0,3.0,341298001758,MAÑANA,GARZÓN,HUILA,MIXTO,A,,ACADÉMICO,S,URBANO,41298,41,45.34375,37.53125,43.46875,40.5625,43.4375,209.1875,49.32,42.68,41.96,42.52,44.8,220.84,48.03846153846154,47.38461538461539,44.73076923076923,43.76923076923077,43.96153846153846,229.07692307692307,46.4375,41.375,40.875,41.375,42.5625,212.5625,45.84615384615385,44.0,41.07692307692308,38.23076923076923,41.38461538461539,211.15384615384616,INSTITUTO JOSE CELESTINO MUTIS,CL 6 5 105 ,8331470-314 394 67 38,URBANA,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,josecelestino.garzon@sedhuila.gov.co,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,NO,ESTRATO 3
2519,341396001782,301.5,5.0,3.0,1.0,2.0,4.0,341396001782,COMPLETA_UNICA,LA PLATA,HUILA,MIXTO,A,,NO APLICA,S,URBANO,41396,41,63.78260869565217,62.34782608695652,58.130434782608695,58.95652173913044,60.91304347826087,304.0434782608696,64.13333333333334,66.53333333333333,62.4,59.2,59.13333333333333,313.93333333333334,61.45,64.7,60.3,55.15,57.55,300.95,60.54545454545455,62.36363636363637,60.86363636363637,56.09090909090909,55.54545454545455,298.1818181818182,58.76923076923077,61.92307692307692,58.46153846153846,53.46153846153846,59.61538461538461,291.3076923076923,COLEGIO EVITA ROSSO,KR 8 6 50 ,3203429806,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,evita.laplata@sedhuila.gov.co,EDUCACIÓN TRADICIONAL,,,NO,ESTRATO 3
2520,441524001183,303.0,5.0,4.0,1.0,2.0,3.0,441524001183,COMPLETA_UNICA,PALERMO,HUILA,MIXTO,A,,ACADÉMICO,S,RURAL,41524,41,61.5,62.40384615384615,58.76923076923077,59.34615384615385,63.13461538461539,303.5576923076923,60.92537313432836,61.82089552238806,58.25373134328358,57.91044776119403,60.17910447761194,298.8805970149254,63.35384615384616,65.13846153846154,59.6,57.13846153846154,64.6,307.8,59.60526315789474,63.44736842105263,59.05263157894737,57.06578947368421,56.94736842105263,297.8684210526316,62.27777777777778,61.06944444444444,58.763888888888886,57.02777777777778,63.56944444444444,300.40277777777777,COLEGIO COMFAMILIAR LOS LAGOS,KM 1 - VÍA PALERMO,3103187397,RURAL,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,loslagos.palermo@sedhuila.gov.co,EDUCACIÓN TRADICIONAL,,,NO,
2521,341548000191,272.0,3.0,2.0,4.0,1.0,5.0,341548000191,COMPLETA_UNICA,PITAL,HUILA,MIXTO,A,N,ACADÉMICO,S,URBANO,41548,41,53.76923076923077,51.84615384615385,56.07692307692308,49.15384615384615,50.53846153846154,262.7692307692308,56.46153846153846,52.23076923076923,55.53846153846154,53.38461538461539,56.30769230769231,272.61538461538464,54.07142857142857,54.785714285714285,53.21428571428572,47.21428571428572,49.57142857142857,260.57142857142856,58.05882352941177,53.23529411764706,54.23529411764706,54.8235294117647,50.35294117647059,273.6470588235294,53.71428571428572,53.142857142857146,45.85714285714285,45.42857142857143,51.285714285714285,248.42857142857144,COL COOP DOMINGO SAVIO,CL 6 5 172 ,3212401439,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,domingosavio.pital@sedhuila.gov.co,EDUCACIÓN TRADICIONAL,,,NO,ESTRATO 3
2522,341551000259,299.0,4.0,5.0,1.0,2.0,3.0,341551000259,COMPLETA_UNICA,PITALITO,HUILA,MIXTO,A,N,ACADÉMICO,S,URBANO,41551,41,62.38775510204081,60.755102040816325,60.38775510204081,60.51020408163265,62.775510204081634,305.734693877551,59.5686274509804,56.94117647058823,56.45098039215687,57.72549019607843,59.78431372549019,289.2156862745098,61.82608695652174,62.73913043478261,58.02173913043478,56.78260869565217,64.15217391304348,300.8478260869565,60.21052631578947,61.78947368421053,57.0,59.70175438596491,59.01754385964912,298.140350877193,59.50684931506849,58.73972602739726,55.71232876712329,54.89041095890411,59.31506849315068,286.8493150684931,COL PRESENTACION,KR 3 3 54 ,3125252902,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,academico@lapresentacionpitalito.edu.co colprep@hotmail.com,EDUCACIÓN TRADICIONAL,,"DISCAPACIDAD INTELECTUAL,LESIÓN NEUROMUSCULAR,DISCAPACIDAD VISUAL BAJA VISIÓN IRREVERSIBLE,PARALISIS CEREBRAL,SÍNDROME DE DOWN,DISCAPACIDAD VISUAL CEGUERA",NO,ESTRATO 3
2523,341551002260,292.0,2.0,4.0,1.0,3.0,5.0,341551002260,COMPLETA_UNICA,PITALITO,HUILA,MIXTO,A,,ACADÉMICO,S,URBANO,41551,41,59.47619047619048,57.23809523809524,56.85714285714285,56.76190476190476,56.66666666666666,287.57142857142856,59.47826086956522,60.60869565217392,54.43478260869565,54.130434782608695,57.869565217391305,286.0869565217391,59.84615384615385,59.84615384615385,56.46153846153846,55.61538461538461,56.76923076923077,289.2307692307692,60.5,66.125,59.625,59.1875,57.5,305.25,60.11111111111112,58.22222222222222,56.0,58.77777777777778,59.44444444444444,291.6666666666667,INST SAN JUAN DE LABOYOS,CL 1 A 4 A 20 ,8365782 - 3208091411,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,INGLÉS,sanjuandelaboyos_edu@hotmail.com,EDUCACIÓN TRADICIONAL,,,NO,ESTRATO 3
2524,341551002944,230.0,4.0,2.0,5.0,1.0,3.0,341551002944,COMPLETA_UNICA,PITALITO,HUILA,MIXTO,A,,TÉCNICO,S,URBANO,41551,41,51.16666666666666,48.5,51.5,48.5,50.333333333333336,249.66666666666663,41.0,37.0,43.66666666666666,35.0,39.333333333333336,195.66666666666663,46.75,38.5,41.0,37.0,46.0,206.0,58.333333333333336,53.333333333333336,49.333333333333336,51.0,56.66666666666666,266.3333333333333,63.0,61.0,54.0,59.0,67.0,299.0,LICEO DON BOSCO,CL 1 2 2 ,3123228587,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",TÉCNICO,INDUSTRIAL,"INGLÉS,ALEMAN",salesianoliceodonbosco@gmail.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,NO,ESTRATO 3
2525,341551002944,230.0,4.0,2.0,5.0,1.0,3.0,341551002944,SABATINA,PITALITO,HUILA,MIXTO,A,,TÉCNICO,S,URBANO,41551,41,43.16666666666666,41.66666666666666,44.66666666666666,40.833333333333336,41.66666666666666,212.5,46.75,41.75,44.0,41.75,41.75,217.0,41.25,43.5,45.5,40.75,45.0,214.75,45.0,35.0,43.0,44.0,42.0,209.0,54.66666666666666,49.66666666666666,49.66666666666666,51.333333333333336,44.66666666666666,254.0,LICEO DON BOSCO,CL 1 2 2 ,3123228587,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",TÉCNICO,INDUSTRIAL,"INGLÉS,ALEMAN",salesianoliceodonbosco@gmail.com,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,NO,ESTRATO 3
2526,341551003355,225.0,5.0,4.0,2.0,1.0,3.0,341551003355,TARDE,PITALITO,HUILA,MIXTO,A,N,ACADÉMICO,S,URBANO,41551,41,50.5,44.5945945945946,47.2027027027027,46.2972972972973,46.7027027027027,235.47297297297297,49.11267605633803,43.61971830985915,44.63380281690141,43.74647887323944,47.0281690140845,227.14084507042253,49.95348837209303,47.13953488372093,43.76744186046512,41.69767441860465,44.81395348837209,227.88372093023256,47.09375,47.5,44.1875,40.1875,44.25,223.5625,47.51515151515152,41.66666666666666,42.06060606060606,40.36363636363637,45.36363636363637,215.3939393939394,INSTITUTO JOSE CELESTINO MUTIS,CL 7 6 28 ,8367596,URBANA,"BÁSICA SECUNDARIA,MEDIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,oficinapitalito@institutomutis.edu.co,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,NO,ESTRATO 3
2527,341551003355,225.0,5.0,4.0,2.0,1.0,3.0,341551003355,SABATINA,PITALITO,HUILA,MIXTO,A,N,ACADÉMICO,S,URBANO,41551,41,49.48,45.52,44.6,44.28,43.44,228.96,49.63636363636363,45.09090909090909,45.52272727272727,45.97727272727273,45.93181818181818,232.5681818181818,49.23529411764706,48.1764705882353,44.11764705882353,42.3235294117647,45.44117647058823,229.6176470588236,48.63636363636363,48.27272727272727,45.45454545454545,43.27272727272727,41.90909090909091,230.1818181818182,46.32,42.8,41.92,38.08,40.44,210.76,INSTITUTO JOSE CELESTINO MUTIS,CL 7 6 28 ,8367596,URBANA,"BÁSICA SECUNDARIA,MEDIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,oficinapitalito@institutomutis.edu.co,"PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,NO,ESTRATO 3
2528,441551002728,263.0,3.0,4.0,2.0,1.0,5.0,441551002728,COMPLETA_UNICA,PITALITO,HUILA,MIXTO,A,N,TÉCNICO/ACADÉMICO,S,URBANO,41551,41,54.125,55.75,55.8125,50.625,52.375,269.75,54.55555555555556,53.388888888888886,55.66666666666666,50.05555555555556,58.61111111111112,269.1111111111111,55.79166666666666,56.125,52.75,49.75,52.208333333333336,267.4583333333333,55.25,54.29166666666666,50.708333333333336,51.41666666666666,48.375,262.7083333333333,56.8,57.3,54.8,48.6,50.05,270.05,LICEO ANDAKI,KR 1 1 1 ,8365886,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",TÉCNICO/ACADEMICO,"AGROPECUARIO,ACADÉMICA",,hjcpitalito@hotmail.com,EDUCACIÓN TRADICIONAL,,"DISCAPACIDAD INTELECTUAL,LESIÓN NEUROMUSCULAR,HIPOACUSIA O BAJA AUDICIÓN",NO,ESTRATO 3
2529,341001005776,351.0,3.0,4.0,2.0,5.0,1.0,341001005776,COMPLETA_UNICA,RIVERA,HUILA,MIXTO,A,,ACADÉMICO,S,RURAL,41615,41,68.51219512195122,71.82926829268293,69.90243902439025,69.92682926829268,77.95121951219512,353.2439024390244,67.96875,70.8125,70.0,68.25,81.8125,351.25,71.15789473684211,73.47368421052632,70.94736842105263,68.42105263157895,76.86842105263158,357.2105263157895,69.86111111111111,70.52777777777777,71.08333333333333,69.27777777777777,77.47222222222223,353.72222222222223,70.4,70.11428571428571,72.68571428571428,69.05714285714286,80.82857142857142,356.65714285714284,COLOMBUS AMERICAN SCHOOL,KM 7.5,3176815683,RURAL,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,INGLÉS,americanschool.rivera@sedhuila.gov.co,EDUCACIÓN TRADICIONAL,,,NO,ESTRATO 3
2530,341668001680,295.0,4.0,3.0,1.0,2.0,5.0,341668001680,COMPLETA_UNICA,SAN AGUSTÍN,HUILA,MIXTO,A,N,ACADÉMICO,S,URBANO,41668,41,61.37037037037037,63.11111111111112,61.14814814814815,57.81481481481482,59.5925925925926,303.77777777777777,59.69565217391305,58.95652173913044,58.52173913043478,54.43478260869565,55.17391304347826,288.5652173913044,59.47368421052632,60.68421052631579,60.26315789473684,55.36842105263158,57.36842105263158,294.1578947368421,59.4,61.2,59.56,58.68,55.52,296.96,63.43478260869565,63.21739130434783,62.78260869565217,58.08695652173913,65.30434782608695,310.6521739130435,COL COOP SAN AGUSTIN,KR 15 4 45 ,8373046 - 3144434385,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",ACADÉMICO,ACADÉMICA,,cooperativo.sanagustin@sedhuila.gov.co,EDUCACIÓN TRADICIONAL,,,NO,ESTRATO 3
